,title_g,description_g,manufacturer_g,price_g,id_g
560,punch software 38100 punch! super home suite (small box),our bestselling premium home design software with professional yet easy-to-use features! punch! super home suite - 7 powerful programs in one that launch from the same interface! punch super suite includes: 3d home design 3d landscaping estimating ...,punch software,45.99,http://www.google.com/base/feeds/snippets/10206096308013781162
561,steinberg nuendo 3 music production software,nuendo 3 professional media production system for mac and windows special offer nuendo 3 from steinberg is a multi-track recording/editing software package designed to serve the needs for everyone producing sound for film television video or games. ...,,1999.99,http://www.google.com/base/feeds/snippets/1904648546294590301
562,sony sams7000 - creative software acid music studio v.7.0 - music editing/composing - pc,sony sams7000 : acid music studio music creation and mixing software if you're serious about making your own music acid music studio software is the perfect tool for original song creation multitrack audio and midi recording studioquality mixing ...,,53.97,http://www.google.com/base/feeds/snippets/2783290587760886650
563,allume internet cleanup 4.0,requires mac os x 10.4 or later...,,29.99,http://www.google.com/base/feeds/snippets/18053348848713858697
564,apple remote desktop 3 desktop management software - 10-client edition apple & mac software,remote desktop 3 - complete desktop management software - 10-client edition - mac the remote desktop 3 desktop management software from apple is a desktop management solution for apple computers running mac os x. it allows you to connect to a system ...,,279.95,http://www.google.com/base/feeds/snippets/1298387803049191225
565,treasure mathstorm,help! treasure mountain is under the master of mischief's icy spell!,,9.9,http://www.google.com/base/feeds/snippets/14356986779854403622
566,individual software inc quickverse bible premier suite (us pos),,,37.19,http://www.google.com/base/feeds/snippets/17269511268099992892
567,punch software 41100 - punch! home design architectural series 18 - complete product - architectural - 1 user(s) - complete product - standard - english - pc,punch software 41100 : the big story is flexibility and ease of use. architectural series 18 provides innovative new tools to unleash your design creativity. explore new tools for creating complex objects from simple ones presentation tools for ...,,112.97,http://www.google.com/base/feeds/snippets/5585715428749582523
568,brocade comm 4100 secure fabric os w/2yr sw sup - br-3900sec-02-t,,,9534.0,http://www.google.com/base/feeds/snippets/18379738342836421250
569,egames. inc galaxy of games 5000 pack,a new premium collection of great games for the whole family! includes mahjongg cards puzzles and more! 10 cd's in total! system requirements: tbd,,16.62,http://www.google.com/base/feeds/snippets/17192874868577413898
570,apple .mac software - 1-year subscription apple & mac software,.mac software - 1-year subscription the .mac software from apple allows you to utilize the benefits and features of a .mac membership for a full year. apple's .mac service allows you to easily share your thoughts photos and documents on the web. you ...,,99.0,http://www.google.com/base/feeds/snippets/10628460274071713512
571,clipart & more 250000 (jc),top-quality royalty-free images use these royalty-free images in any project advertising brochures newsletters postcards craft projects labels posters with any print publishing program! over 25000 images on cd-rom 225000 web images online ...,,9.9,http://www.google.com/base/feeds/snippets/11618158047568311763
572,adobe systems inc flash remoting 1.0 (net&java 2)(2 users),macromedia flash remoting mx provides the connection between macromedia flash and your web application server making it fast and easy to create rich internet applications. with its powerful yet simple programming model you can easily integrate ri,,1928.09,http://www.google.com/base/feeds/snippets/17715266298340609214
573,individual software inc total 3d home & landscape deluxe 9,home and landscape design software designed for homeowners. whether you are decorating a room landscaping your garden or designing your dream home you'll have all the tools you need. system requirements: pentium iii pc or faster,,33.5,http://www.google.com/base/feeds/snippets/17192736847409473684
574,onone software smartscale software,calumet photographic-the photographers catalog: whether you re a photographer graphic designer or printing professional a common problem creative professionals face is having to repurpose for example a postcard sized image for a poster size ...,,189.99,http://www.google.com/base/feeds/snippets/9584209186514584056
575,summit soft macbackup mac os x macxware,system requirements mac os x 10.2.6 or higher 128 mb ram 800 x 600 pixel resolution cd or dvd writable drive 20mb for program installation,,29.99,http://www.google.com/base/feeds/snippets/825708128584676723
576,versacheck(r) 2003 platinum,print personal- and business-size checks custom checks and bank drafts in a snap! include your favorite clip art or scenery across your entire check! print checks to be filled out by hand or to use with quicken quickbooks and money. new features ...,,89.99,http://www.google.com/base/feeds/snippets/13517735545841379480
577,make finale 2006 software music production software,finale 2006 - professional notation and score publishing software for mac and windows for the professional composer or music publisher producing and outputting music scores and instrumental parts finale 2006 from makemusic is the software of choice. ...,,424.95,http://www.google.com/base/feeds/snippets/1611810981921795487
578,topics entertainment 40206 - instant immersion german lab (software/audiobook/workbook) - win 98 me 2000 xp/mac os 9 or x,topics entertainment 40206 : your results just came in from the lab and your prognosis for german language proficiency has never been better! introducing instant immersion? german lab the multi-format language system comprising audio software ...,,34.97,http://www.google.com/base/feeds/snippets/9660795325358759539
579,adobe contribute cs3 upgrade,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram 1.4gb free hard-disk space 1024 x 768 display resolution dvd-rom drive internet or phone connection required for product activation firefox 2.0 required for ...,,82.99,http://www.google.com/base/feeds/snippets/17511510969143463932
580,csdc pop-up stopper professional - panicware,pop-up stopper professional is complete ad-blocking technology from a company you can trust. it blocks pop-up and pop-under ads in all browsers including aol msn netscape internet explorer sbc yahoo wmconnect & more ? it even blocks annoying ...,,26.14,http://www.google.com/base/feeds/snippets/17832927937923546408
581,global software a0447jch - dk smart steps 2nd grade - win 95 98 me 2000 xp vista,global software a0447jch : this cd by dk (dorling kindersley) is the most complete learning system for your child. developed by dedicated educators smart steps covers the complete second grade core curriculum along with lots of creative activities ...,,9.08,http://www.google.com/base/feeds/snippets/5964541247628078613
582,onone software inc. pfb-10211 - pro digital frame bundle 1u,onone software inc. pfb-10211 : what s it like to have jim divitale jack davis helene glassman rick sammon and vincent versace at your beck and call? find out for yourself with the all new pro digital frame bundle. now you too can get the same ...,,92.97,http://www.google.com/base/feeds/snippets/6524009149304761284
583,cakewalk guitar tracks pro 3 music production software,guitar tracks pro 3 - 32 track audio recording software for windows whether recording a song or trying to capture a flash of inspiration guitar tracks pro 3 provides all the tools needed to deliver professional results. it features a familiar ...,,99.0,http://www.google.com/base/feeds/snippets/3815040086805205738
584,chronos soho labels and envelopes,system requirements ? apple macintosh g3 or higher ? mac os x v10.2 or later (v10.3 or later required to use vector clip art) ? 30 mb of available disk space (1.2gb for full clip art collection) ? cd-rom drive ? inkjet or laser printer (optional). ...,,29.99,http://www.google.com/base/feeds/snippets/7742313617688572944
585,punch software 86100 - prof home design platinum v10 sb - win 98 me nt 2000 xp,punch software 86100 : punch! professional home design suite platinum? is a special two-for-one package loaded with incredible capabilities. you get all of the features of both industry-acclaimed punch! master landscape & home design? and punch! ...,,84.97,http://www.google.com/base/feeds/snippets/4025192676992669735
586,virusbarrier x4 10.4 for mac-10 users (vbx4-10u),virusbarrier x4 10.4 for mac-10 users brand: intego mpn: vbx4-10u variant name: virusbarrier x4 10.4 for mac-10 users,,316.75,http://www.google.com/base/feeds/snippets/10177129616064822618
587,freeverse software big bang brain games - mac,six classic games designed to stimulate the cerebellum cajole the cortex and gratify the grey-matter!,,24.99,http://www.google.com/base/feeds/snippets/18045471252249207357
588,pinnacle mobile media converter software for windows ipod software,mobile media converter software for windows the mobile media converter software for windows from pinnacle allows you to convert video files to formats that are compatible with portable media players such as the apple ipod with video and the sony psp ...,,29.95,http://www.google.com/base/feeds/snippets/7893604833764557727
589,adobe 38000655,upg freehand 11 mac eng cd 1u upg from 9.x,adobe,157.34,http://www.google.com/base/feeds/snippets/18384570736596065295
590,adobe dreamweaver cs3 academic,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram (1gb recommended) 1.4gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,,195.99,http://www.google.com/base/feeds/snippets/1396058941659125307
591,tlc arthur's kindergarten learning system (pc) encore,key features: kindergarten skills bonus dvd ...,,19.95,http://www.google.com/base/feeds/snippets/13637950682292849732
592,myob firstedge,grab your first edge in business by positioning yourself for success. you don't need to know accounting or even care about accounting to know that your business future depends largely on good financial organization that lets you know where your ...,,99.99,http://www.google.com/base/feeds/snippets/2462325488620129357
593,sos aggregation company panda antivirus + firewall 2008 3-user,,,31.53,http://www.google.com/base/feeds/snippets/18304228419567401310
594,onone software ele-10211 - on1 essentials v.1.0 for photoshop elements - complete product - graphics/designing - 1 user - complete product - standard - english - pc mac,onone software ele-10211 : make it better cut it out frame it enlarge it! essentials for photoshop elements is the must-have companion for adobe photoshop elements. you'll spend less time behind the computer and more time enjoying taking pictures ...,,50.97,http://www.google.com/base/feeds/snippets/2066161709446383266
595,sage (ptree) premium accounting for manufacturing 2007 multi-user,peachtree by sage premium accounting for manufacturing 2007 multi-user value pack provides 5-named user access with screen-level access control advanced accounting and analysis tools and manufacturing-specific reports. premium features include ...,,1180.37,http://www.google.com/base/feeds/snippets/18073883319223617218
596,microsoft windows xp pro sp2 retail,,,299.99,http://www.google.com/base/feeds/snippets/7739419455751524618
597,sony vegas 6 video editing software professional editing software,vegas 6 video editing software - hd video and audio production software installation cd-rom only; does not include box or manuals. computers & solutions>computer media solutions>professional editing software sony sony sv 6000 dvd 855309834869 vegas ...,,99.0,http://www.google.com/base/feeds/snippets/16987363527577090531
598,adobe cs3 master collection upsell from cs1,,,2054.99,http://www.google.com/base/feeds/snippets/14992670292987095559
599,x-oom internet movies 2,video clips trailers or even entire movies the internet has become an amazing inexhaustible source for any film fan. now thanks to x-oom internet movies 2 you can create regular dvds and video cds from your growing collection of divx xvid real ...,,22.9,http://www.google.com/base/feeds/snippets/1417708435719198149
600,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99,http://www.google.com/base/feeds/snippets/7702263644150091221
601,topics entertainment learn2 training for microsoft excel,over 8000000 sold! used by fortune 500 companies and top government agencies for training learn2 training for microsoft excel will walk you through the process of learning the world's most popular spreadsheet program for the pc. learn2 training for,,6.56,http://www.google.com/base/feeds/snippets/17375915846745821199
602,punch software 41100 punch! home design architectural series 18,architectural series 18 provides innovative new tools to unleash your design creativity. novice or pro punch! architectural series 18 has the tools and flexibility to have anyone designing a professional-looking home design quickly and easily. a ...,punch software,118.99,http://www.google.com/base/feeds/snippets/6247936198343071793
603,knowledge adventure inc. jumpstart advanced preschool v2.0,the complete get ready for school program jumpstart® advanced preschool is the complete get ready for school program. now including jumpstart toddlers it delivers more fun and engaging activities than ever in this 4-cd set. disc,,16.93,http://www.google.com/base/feeds/snippets/17647670175814866187
604,matchbox cross town heros,overview in matchbox cross town heroes young game players will take the wheel of popular matchbox vehicles like the fire crusher or rescue net police car in three extensive worlds. players can drive and explore amazing interactive environments to ...,,14.9,http://www.google.com/base/feeds/snippets/18268949289189904876
605,microsoft h32-00034 sps extrnlconnnonemplyengl&s c 805529073074,microsoft h32-00034 sps extrnlconnnonemplyengl&s c 805529073074,,55420.56,http://www.google.com/base/feeds/snippets/16821958940203637711
606,cosmi print perfect clip art deluxe,super fast shipping - platinum reseller ratings - over 12 years in business,,6.99,http://www.google.com/base/feeds/snippets/17530305432950801722
607,yamaha the turtles - 20 greatest hits - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,,18.5,http://www.google.com/base/feeds/snippets/16758818719427459739
608,adobe cs3 production premium,system requirements multicore intel processor (adobe photoshop® extended illustrator® flash® professional and after effects® professional are universal binary and also work on a powerpc® g4 or g5 processor; adobe onlocation? is a windows ...,,1749.99,http://www.google.com/base/feeds/snippets/16579315096492817894
609,70009 nero ultra edition enhanced - ( v. 7 ) - complete package - 1 user - cd - win,ahead software 70009 : usually ships in 24 hours : in stock : the new enhanced version of nero 7 ultra edition offers over 20 applications to manage all of your pc and home entertainment needs as well as new tools to share with friends and take your ...,,87.76,http://www.google.com/base/feeds/snippets/13439509868413695693
610,kutoka interactive inc didi & ditto (kindergarten),the first in a series of grade-based products didi & ditto is a complete learning package where children practice thinking skills literacy skills math skills and creativity. fun subjects: math skills - recognizing numbers counting objec,,16.93,http://www.google.com/base/feeds/snippets/16668702350993735780
611,encore software 10076 - mavis beacon typing 17 standardby broderbund,encore software 10076 : encore software mavis beacon typing 17 standardby broderbund - 10076,,17.97,http://www.google.com/base/feeds/snippets/6282886480523973402
612,sony media software sound forge audio studio 8 software music production software,sound forge audio studio 8 audio editing and production software - windows 2000/xp sound forge audio studio 8 software from sony media software is an easy-to-use home version of their flagship sound forge 8 professional software a widely used audio ...,,69.95,http://www.google.com/base/feeds/snippets/153037367930985749
613,zonealarm internet security suite 2007 (pc) zonelabs,key features: all-in-one protection antivirus protection identity theft protection firewalls e-mail security parental control...,,49.99,http://www.google.com/base/feeds/snippets/11022538834870557563
614,apple software t9161ll/a logic platinum/ gold 5&6 to logic pro 6 update,updates any existing logic platinum or logic gold user owning version 5 or 6 to logic pro 6. updates any existing logic platinum or logic gold user owning version 5 or 6 to logic pro 6. package contains necessary codes to provide 90 day access to ...,apple software,149.0,http://www.google.com/base/feeds/snippets/6239309275726276581
615,apple appleworks 6.2.9 (mac),key features: for mac share documents easily six core capabilities create presentations ...,,79.99,http://www.google.com/base/feeds/snippets/11958168742202087168
616,adobe cs3 flash professional,system requirements 1ghz or faster powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram (1gb recommended) 2.5gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...,,724.99,http://www.google.com/base/feeds/snippets/4287560991242110323
617,mat gurman star licks blues rock guitar soloing,learning to solo has never been easier or more affordable! this dynamic series offers the essential elements every soloist needs. in blues rock guitar soloing mat demonstrates the art of phrasing which is the key to all improvised music as heard ...,,11.23,http://www.google.com/base/feeds/snippets/17257900981532122220
618,instant immersion translator deluxe 2.0,is your message losing something in the translation? now you can communicate globally with instant immersion translator deluxe v2.0 the user-friendly suite of sophisticated language conversion tools custom-designed to meet all your translation ...,,22.9,http://www.google.com/base/feeds/snippets/15661314377252665074
619,aspyr media 10900 star wars battlefront mac,battle in more than 12 environments across 10 diverse planets from the classic trilogy and clone wars eras including: hoth endor tatooine kamino and geonosis. star wars battlefront is an action/shooter game that gives fans and gamers the ...,aspyr media,39.99,http://www.google.com/base/feeds/snippets/18369825056478487049
620,3mds network operations managerdiy annual subscptn 101 500u,3mds network operations managerdiy annual subscptn 101 500u,,144.63,http://www.google.com/base/feeds/snippets/18367889369421729693
621,school zone interactive time money & fractions 1-2 on track software,time money & fractions incorporates critical math skills with interactive learning. engaging activities arcade games and animated rewards make this electronic workbook a great way to learn! system requirements: windows®: microsoft&re,,9.45,http://www.google.com/base/feeds/snippets/16698946140878275557
622,sony vegas7.0+dvd editing software with sound forge 8 for windows professional editing software,vegas7.0+dvd editing software with sound forge 8 for windows the vegas7.0+dvd with sound forge 8 editing software for windows from sony is a powerful nonlinear editing suite with professional dvd authoring capabilities. vegas features precise ...,,549.95,http://www.google.com/base/feeds/snippets/17346668920138765245
623,learning quickbooks 2007,learning quickbooks 2007,intuit,38.99,http://www.google.com/base/feeds/snippets/11125907881740407428
624,jumpstart 1st grade (jc),jumpstart 1st grade teaches essential skills for school,,9.9,http://www.google.com/base/feeds/snippets/14325412592062687221
625,destineer publishing coporation starship troopers/first to fight bundle,system requirements: minimum: windows xp (sp2) 2.0 ghz cpu 512 mb ram 128 bm video card with hardware vertex and pixel shaders 4 gb free hard drive space directx 9.0c compatible sound card directx9. recommend,,15.08,http://www.google.com/base/feeds/snippets/18234349657423202538
626,dvo enterprises inc. cookn low fat,healthy eating can be easy and convenient and it can include your favorite foods. with 120 betty crocker recipes the cook?n low fat cd connects the dots between good taste good food and good nutrition. system requirements: 8mb ram 20,,17.55,http://www.google.com/base/feeds/snippets/16721626632033099240
627,final-draft final draft 7 screen writing software - mac/win screen writing software,final draft 7 script writing software - mac/win don't let standard film and television screenplay formatting stand between you and your creativity with final draft the premier tool for writing industry-standard screenplays and scripts. final draft ...,,249.95,http://www.google.com/base/feeds/snippets/5836713568200382986
628,corel ulead dvd moviefactory plus 6 software for windows authoring software,dvd moviefactory plus 6 software for windows the dvd moviefactory plus 6 software for windows from corel ulead allows you to create and burn dvd discs on your home computer. you'll be able to copy and edit dvd discs and print disc labels. dvd menu ...,,79.95,http://www.google.com/base/feeds/snippets/5216140459207502478
629,family tree maker version 16 deluxe (10870),family tree maker version 16 deluxe brand: encore mpn: 10870 variant name: family tree maker version 16 deluxe,,57.59,http://www.google.com/base/feeds/snippets/11816902045207686274
630,marketcircle daylite 3 customer relationship management crm,system requirements mac os x v10.3.9 or later (v10.4.5 recommended) 1ghz g4 processor or higher (universal binary supported) 768mb ram 150mb free hard-disk space 1024x768 or higher screen resolution cd-rom drive for installation,,125.99,http://www.google.com/base/feeds/snippets/6490413833919329208
631,datapilot universal pro kit (win 2000 xp vista/mac 10.3.8 or later),kit includes software bluetooth adapter multiple cell phone connectors and ipod adapter. mobile phone synchronization tools for phone book ringtones images calendar sms and internet access. supports selected audiovox lg motorola nokia ...,,79.95,http://www.google.com/base/feeds/snippets/18358728426530670777
632,encore software 10392 - network now! pro (win 98 me 2000 xp),encore software 10392 : easy visual set up with unique 3d home graphic. share internet connection printers peripherals and files between your pcs. troubleshoot problems. protect network and data. system requirements: windows 2000 sp4/xp sp1*; ...,,34.97,http://www.google.com/base/feeds/snippets/1187936019689259805
633,got game entertainment - exclusive - 00050 - scratches: directors cut,scratches is an atmospheric mystery adventure game for the pc brimming with eerie twists and terrifying surprises. set in and around a solitary victorian mansion concealing a terrible secret a long since forgotten story from the past emerges to ...,,15.58,http://www.google.com/base/feeds/snippets/18420491833696681736
634,now software nuw45e1k now up-to-date & contact for windows,now up-to-date & contact offers identical functionality on both macintosh and windows platforms now up-to-date & contact is the ideal calendar and contact management solution for business schools organizations and individuals. it's available for ...,now software,114.99,http://www.google.com/base/feeds/snippets/4323218411575640054
635,eagle games egl 150 tournament poker - no limit texas hold'em,no other texas hold'em poker software lets you practice your tournament skills and experience what the pro's do as well as manage your local poker night no-limit holdem tournaments no other texas hold'em poker software lets you practice your ...,eagle games,7.95,http://www.google.com/base/feeds/snippets/18416093365515680633
636,form workshop 1200,overview the complete solution for all of your business and personal form needs. select from 1200 essential forms and letters customize the layout text and graphics or use the full suite of tools to create your own documents from scratch. a new ...,,12.9,http://www.google.com/base/feeds/snippets/975032998818002648
637,coreldraw graphics suite x3 upgrade windows,brand new factory sealed software or accessories from a pro merchant. over 1 million new and used books movies games software and cds available. in business since 1986. satisfaction guaranteed.we offer free shipping when you purchase five or ...,,184.5,http://www.google.com/base/feeds/snippets/18414778073602422524
639,adobe cs3 master collection upsell from cs2,,,1437.99,http://www.google.com/base/feeds/snippets/4247841323668156699
640,nintendo gamecube: major league baseball 2k6,the only baseball game that matters. the biggest baseball video game launch to date! major league baseball 2k6 is the official destination for the mlb experience on every major home console. major league baseball 2k6 delivers the most authentic and ...,,19.99,http://www.google.com/base/feeds/snippets/15682071630828632167
641,encore software 33020 - jackpot tycoon - win 98 me 2000 xp,encore software 33020 : go a head. be ruthless. the house always wins! don't get worked by the underbelly of sin city's finest swindlers pick- pockets & sharks! turn your fledgling casino floor into a bustling hotspot system requirements: me 2000 ...,,8.44,http://www.google.com/base/feeds/snippets/318535575684738487
642,apple remote desktop 3 (10 managed systems),system requirements mac os x v10.3.9 or later; some features require mac os x v10.4 ethernet (recommended) airport (802.11b/g) or ip over firewire network connection requires mac os x v10.4 tiger or later on client system. requires mac os x v10.4 ...,,299.99,http://www.google.com/base/feeds/snippets/4635585281695496952
643,encore software 33041 - country varmint hunter - win 98 me 2000 xp,encore software 33041 : a swarm of varmints is invading the countryside! flying jumping annoying and pestering anyone they come across! it s up to you to get rid of them. system requirements: windows 98se/me/2000 sp/xp sp1; pentium ii 500 mhz ...,,8.44,http://www.google.com/base/feeds/snippets/13588549604733030954
644,avanquest usa llc system care professional,system care professional is a comprehensive collection of essential pc utilities designed to maintain and protect your pc to keep it running just like the day you bought it. system care professional eliminates the hassles of setting up managing and ...,,43.32,http://www.google.com/base/feeds/snippets/18089023914130738551
645,sony online entertainment gods & heroes rome rising,gods & heroes: rome rising is a unique massively multiplayer online role-playing game set in the legendary world of ancient rome. for the people of the great roman republic myths and legends were not mere tales magic was very real and their ...,,49.5,http://www.google.com/base/feeds/snippets/16827217446944316033
646,encore software 13780 - westward - win 98 me 2000 xp vista,encore software 13780 : enter the wild rough and tumble world of westward where adventure and untold fortunes await you. fight thieven' bandits discover gold mines and run a thriving town. system requirements: windows 98/me/2000 sp4/xp (home & ...,,18.97,http://www.google.com/base/feeds/snippets/1160856703276103950
647,jungle software gorilla pro 4.0 film production,power pc© g3 or intel processor 256mb ram 512mb recommended 400mb available hard disk space macintosh os x 10.2 and above monitor capable of 1024x768 screen resolution,,359.99,http://www.google.com/base/feeds/snippets/10555450463385817719
648,microsoft digital image suite plus full version of photo editing software for windows.,adorama camera: · enjoy professional quality features that allow you to effortlessly capture edit and share your photos and videos. · microsoft and pinnacle have teamed up to bring you a complete photo and video organization and editing software ...,,89.95,http://www.google.com/base/feeds/snippets/8894150903607310427
649,john deere: busy days in deerfield valley by bold games,system requirements: mac: power mac g3 800mhz or faster processor with 128mb ram os x v10.1.5 or higher 350mb hard drive space cd-rom drive. windows: windows® me/xp/2000 with a pentium iii 800 mhz or faster with 128mb ram 350mb hard drive space cd ...,,21.99,http://www.google.com/base/feeds/snippets/13809600021930717984
650,cadtprnaen150 ca desktop protection suite - ( v. 1.5 ) - complete package - 5 users - win - en,computer associates international cadtprnaen150 : usually ships in 24 hours : : industry analysts report that growth in it spending for the smb market is on the rise representing a significant growth opportunity for ca and ca resellers.,,298.13,http://www.google.com/base/feeds/snippets/13159207338580799968
651,fisher-price rescue heroes: hurricane havoc,saving the day has never been so much fun! rookie rescuers get to fly helicopters put out fires ride police motorcycles and much more! realistic emergency situations awesome rescue vehicles and action-oriented activities give your young hero a ...,,8.95,http://www.google.com/base/feeds/snippets/12991839860010855049
652,cakewalk project5 version 2 software music production software,project5 version 2 - virtual synthesizer workstation software for windows project5 version 2 software from cakewalk provides everything needed to create and perform great music. the software contains a complete set of superb quality instruments and ...,,199.0,http://www.google.com/base/feeds/snippets/4522979894661726264
653,microsoft windows terminal server 2003 client additional license for users- 5 user (824048),microsoft windows terminal server 2003 client additional license for users- 5 user brand: microsoft mpn: 824048 variant name: microsoft windows terminal server 2003 client additional license for users- 5 user,,719.04,http://www.google.com/base/feeds/snippets/9445487736380311288
654,apple .mac 4.0 family pack (new or renewal),here's what you get with a .mac membership! easily publish your web site blog or podcast: using the new iweb in ilife '06 you can easily create your own personal web site and publish it to your .mac account with one click. key features create ...,,145.99,http://www.google.com/base/feeds/snippets/65639973300118271
655,serious magic visual communicator 2 web presentation software (windows) presentation software,visual communicator 2 web presentation software for windows the visual communicator web 2 software package from serious magic lets you easily create professional video presentations specifically targeted for the web even if you have little or no ...,,189.95,http://www.google.com/base/feeds/snippets/14035761522429892531
656,punch software 20100 - punch! home design - complete product - architectural - 1 user - complete productcomplete productstandard - english - pc,punch software 20100 : punch 5 in 1 home design is a fully integrated 3d home design product. users launch from a single interface: ultimate deck realmodel 3d home landscaping and furniture design products. punch s latest 3d photo realistic ...,,36.97,http://www.google.com/base/feeds/snippets/6908558013988135436
657,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99,http://www.google.com/base/feeds/snippets/3306668805908280679
658,individual software prm-bp5 - business planmaker 2006 deluxe - win 98 me 2000 xp,individual software prm-bp5 : successful business plans communicate ideas objectives and finances. business planmaker s power and simplicity is a benefit you won t find in other programs. with friendly reminders throughout - so you won t overlook ...,,42.97,http://www.google.com/base/feeds/snippets/15086506240377040131
659,professor teaches windows xp individual software,key features: learn windows xp seven separate tutorials beginning to advanced bonus lessons included...,,19.99,http://www.google.com/base/feeds/snippets/10895411331126528294
660,upg crystal reports 11 pro french,,,264.99,http://www.google.com/base/feeds/snippets/18360660165216793779
661,absolute software lfl-n2-12 - computrace lojack for laptops - 1 year license (win 2000 xp),absolute software lfl-n2-12 : a laptop is stolen every 53 seconds and according to the fbi 97% are never recovered. laptops are taken from coffee shops hotel rooms and automobiles every day. losing your laptop is costly even devastating when you ...,,41.97,http://www.google.com/base/feeds/snippets/7181709960017015550
662,abacus ultra sudoku/ultra kakuro,sudoku is addicitve sudoku is hot ultra sudoku is one of the hottest sudoku's around easy playing: type the number drag the number or right-click the number generate puzzles: 4 x 4 for beginners or chi,,17.55,http://www.google.com/base/feeds/snippets/17440820469218114890
663,serverlock manager - 100 servers,in order to confidently conduct e-commerce your business assets must be absolutely secure. the watchguard serverlock system assures the integrity of your inter-networking operations by protecting your operating system and mission-critical data from ...,,56543.88,http://www.google.com/base/feeds/snippets/11430069725574750424
664,zonealarm wireless security 2005,detects and secures wireless and wired network connections. designed specifically for mobile users zonealarm wireless security seamlessly protects laptop pcs against hackers worms and identity theft.,,9.95,http://www.google.com/base/feeds/snippets/11330215393556366354
666,ableton live 6 audio production software academic,mac minimum system requirements any g3 or faster (including intel-based mac computers) 512mb ram recommended mac os x 10.2.8 or later,,299.99,http://www.google.com/base/feeds/snippets/13460997999718793081
667,microsoft 394-00416 opens exch svr exconn l/sa qual,opens exch svr exconn l/sa qual,,22575.14,http://www.google.com/base/feeds/snippets/18445341039052694828
668,adobe contribute cs3,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram 1.4gb free hard-disk space 1024 x 768 display resolution dvd-rom drive internet or phone connection required for product activation firefox 2.0 required for ...,,155.99,http://www.google.com/base/feeds/snippets/15315731988494931444
669,aspyr leave the lights on-bundle,system requirements: mac os 9.1 or mac os x 10.1 128 mb built-in memory stock g3 or g4 at 400 mhz or greater 700 mb storage space graphics acceleration required ati rage 128 radeon or nvidia geforce series 4x cd-rom drive system requirements ( ...,,29.99,http://www.google.com/base/feeds/snippets/18364436159487312703
670,stopzilla! 4.0 (pc) roxio,key features: detects/destroys spyware stops pop-up blocks online threats automatic updates ...,,29.99,http://www.google.com/base/feeds/snippets/10662427062723563235
671,xbox 360: forza motorsport 2,forza motorsport 2 the sequel to microsoft game studiosaward-winning fully customizable driving simulator forza motorsport speeds its way onto xbox 360 this holiday. with authentic simulation physics bone-jarring damage photo-realistic graphics ...,,59.99,http://www.google.com/base/feeds/snippets/15553622880152479770
672,dreamcatcher interactive 3 great games for guys,this triple threat of action packed games will have you caught up in ferocious dogfights and pulling off amazing aerial acrobatics fighting your way out from behind the iron curtain and commanding a fleet of wwii ships in enemy infested waters. ...,,26.14,http://www.google.com/base/feeds/snippets/17208172489316783816
673,re:launch piano wizard premier software & stickers & midi cable,piano wizard? is an amazingly simple pc video game that teaches virtually anyone to play the piano in minutes. includes software 200 songs/lessons colored stickers and usb/midi cable to connect a midi keyboard. add 1000?s of songs with the p,,113.86,http://www.google.com/base/feeds/snippets/17471276055285923188
674,punch software 13100 - punch! ultimate deck & landscape - complete product - creativity application - 1 user(s) - complete product - standard - pc,punch software 13100 : punch! ultimate deck & landscape integrates landscaping deck design and exterior home design. estimator and deck wizards aid in creating the ultimate outdoor living space. 3d photo-realistic fly-throughs drag & drop textures ...,,29.97,http://www.google.com/base/feeds/snippets/5722368875390495429
675,git captain america: the complete collection dvd-rom,,,42.99,http://www.google.com/base/feeds/snippets/11404109022171531561
676,brighter minds backyard sports,,,19.99,http://www.google.com/base/feeds/snippets/15052254484804072386
677,29270077 adobe creative suite 3 web standard - product upgrade package - 1 user - upgrade,adobe systems 29270077 : usually ships in 24 hours : in stock : adobe creative suite 3 web standard software is the basic toolkit for web designers and developers.,,843.15,http://www.google.com/base/feeds/snippets/13663736690242275539
678,csdc wild photo effects - on hand software,turn an ordinary photo into a funny caricature! with over 40 creative photo tools you'll be able to make photos into the wildest and silliest pictures ever! wild photo effects provides the simple point and click tools to create a wacky picture insta,,7.17,http://www.google.com/base/feeds/snippets/17321125761149481127
