,title_g,description_g,manufacturer_g,price_g,id_g
213,ilife '06 mac - apple - ma166z/a,ilife '06 the must-have update to apple's award-winning suite ofdigital lifestyle applications delivers major upgrades to iphoto imovie hd idvd and garageband plus an innovative new applicationcalled iweb for creating stunning web pages blogs ...,,71.7,http://www.google.com/base/feeds/snippets/18398718226932431716
214,apple ilife '06 software av production software,ilife '06 software with iphoto 6 imovie hd 6 idvd 6 garageband 3 and iweb - single client license ilife '06 the must-have update to apple's award-winning suite of digital lifestyle applications delivers major upgrades to iphoto imovie hd idvd and ...,,79.0,http://www.google.com/base/feeds/snippets/4539901557040997564
215,apple ilife '06 family pack,system requirements macintosh computer with a powerpc g4 g5 or intel core duo processor; 733mhz or faster required for idvd 256mb of ram; 512mb recommended mac os x v10.3.9 or mac os x v10.4.3 or later; mac os x v10.4.4 recommended itunes 6.0.2 and ...,,99.99,http://www.google.com/base/feeds/snippets/10939909441298262260
216,apple ilife '06 family pack software av production software,ilife '06 family pack software with iphoto 6 imovie hd 6 idvd 6 garageband 3 and iweb - five client license ilife '06 (family pack) the must-have update to apple's award-winning suite of digital lifestyle applications delivers major upgrades to ...,,99.0,http://www.google.com/base/feeds/snippets/16090908477278345856
217,.mac (mac) apple,key features: publish podcasts share photos ad-free e-mail personal online storage organize activities learn about your mac ...,,99.99,http://www.google.com/base/feeds/snippets/10595032077010116055
218,apple .mac software - 1-year subscription apple & mac software,.mac software - 1-year subscription the .mac software from apple allows you to utilize the benefits and features of a .mac membership for a full year. apple's .mac service allows you to easily share your thoughts photos and documents on the web. you ...,,99.0,http://www.google.com/base/feeds/snippets/10628460274071713512
219,apple .mac 4.0 1yr new or renewal internet service,,,99.99,http://www.google.com/base/feeds/snippets/17298610841039937504
220,apple iwork '06,,,79.99,http://www.google.com/base/feeds/snippets/11630432614273539055
221,apple iwork '06 software apple & mac software,iwork '06 software with pages 2 and keynote 3 - single client license iwork '06 includes pages 2 a powerful word processor that's perfect for everything from letters to newsletters to brochures and keynote 3 next-generation presentation software for ...,,79.0,http://www.google.com/base/feeds/snippets/3045238811380824044
222,iwork '06 (mac) apple,key features: professional documents interactive presentations includes keynote 3 includes pages 2...,,79.99,http://www.google.com/base/feeds/snippets/9643223122893875320
223,paper art volume 2: gift wrapping,how many times have you heard that it's the thought that counts? this is especially true when it comes to gifts-even a simple gift thoughtfully presented can bring special joy to the recipient as well as to the giver. this cd is a beautiful ...,,6.95,http://www.google.com/base/feeds/snippets/18434733520229761009
224,902453-007-e rumba unix-hp edition - upgrade license - 1 user - volume - level e ( 1000-1999,netmanage 902453-007-e : usually ships in 24 hours : : the rumba product family provides users secure access to mission-critical applications and data residing on virtually any host system from the latest windows desktops including windows xp and ...,,106.48,http://www.google.com/base/feeds/snippets/13029285540855383313
225,902453-007-b rumba unix-hp edition - upgrade license - 1 user - volume - level b ( 5-49 ) - c,netmanage 902453-007-b : usually ships in 24 hours : : the rumba product family provides users secure access to mission-critical applications and data residing on virtually any host system from the latest windows desktops including windows xp and ...,,147.73,http://www.google.com/base/feeds/snippets/13558726664717453661
226,emedia finale allegro,pc: windows 98/2000/me/xp cd-rom drive 800x600 minimum monitor resolution 256 mb ram recommended (128 mb may be sufficient in older operating systems) 200 mb hard drive space (for software and user manual) mac: g4 or higher recommended. os 10.2 and ...,,169.99,http://www.google.com/base/feeds/snippets/18118065911754783035
227,encore software 33020 - jackpot tycoon - win 98 me 2000 xp,encore software 33020 : go a head. be ruthless. the house always wins! don't get worked by the underbelly of sin city's finest swindlers pick- pockets & sharks! turn your fledgling casino floor into a bustling hotspot system requirements: me 2000 ...,,8.44,http://www.google.com/base/feeds/snippets/318535575684738487
228,encore software 33024 - hoyle solitaire (win 98 me 2000 xp),encore software 33024 : hoyle solitaire gives you 50 different variations of solitaire and built-in tutorials to teach you the rules from the official name in gaming hoyle. system requirements: windows 98/me/2000/xp pentium processor or faster 40 ...,,8.44,http://www.google.com/base/feeds/snippets/12109861711097484827
229,encore inc hoyle solitaire,hoyle solitaire gives you 50 different variations of solitaire and built-in tutorials to teach you the rules from the official name in gaming hoyle. system requirements: windows® 98/me/2000/xp pentium ® processor or faster 40 mb har,,7.83,http://www.google.com/base/feeds/snippets/17762641182538089473
230,hoyle solitaire,hoyle solitaire gives you 50 different variations of solitaire and built-in tutorials to teach you the rules from the official name in gaming hoyle. system requirements: windows® 98/me/2000/xp pentium ® processor or faster 40 mb hard disk space,,9.99,http://www.google.com/base/feeds/snippets/18405058220481329541
231,encore software 33027 - hoyle texas holdem (win 98 me 2000 xp),encore software 33027 : hoyle texas hold em lets you test your skills at the 1 poker game around plus a bonus of 13 other poker games! system requirements: windows 98/me/2000/xp pentium 166 mhz processor or faster 35 mb hard disk space 16 mb ram ...,,8.44,http://www.google.com/base/feeds/snippets/12250274471957898660
232,encore software 33041 - country varmint hunter - win 98 me 2000 xp,encore software 33041 : a swarm of varmints is invading the countryside! flying jumping annoying and pestering anyone they come across! it s up to you to get rid of them. system requirements: windows 98se/me/2000 sp/xp sp1; pentium ii 500 mhz ...,,8.44,http://www.google.com/base/feeds/snippets/13588549604733030954
233,topics entertainment instant immersion german 2.0,business trip to berlin? holiday in hamburg? from munich to munster now you can join the conversation with instant immersion german v2.0 the dynamic 5-disc language learning system on cd-rom. system requirements: pc: windows 98,,17.55,http://www.google.com/base/feeds/snippets/17962667015870936885
234,topics entertainment instant immersion italian 2.0,business trip to bologna? vacation in venice? from palermo to pisa now you can join the conversation with instant immersion italian v2.0 the dynamic 5-disc language learning system on cd-rom. system requirements: pc: windows 98,,17.55,http://www.google.com/base/feeds/snippets/16647647854444612501
235,instant home design 3.0,from windows to walls; railings to roofs now you can design the home of your dreams with a few clicks of the mouse and the powerful user-friendly tech tools exclusive to instant home design 3.0 on cd-rom. developed especially for the at-home user ...,,15.9,http://www.google.com/base/feeds/snippets/4783370532123880956
236,instant landscape design 3.0,from shrubbery to sandboxes; gravel to gateposts now you can design the lawn and garden of your dreams with a few clicks of the mouse and the powerful user-friendly tech tools exclusive to instant landscape design 3.0 on cd-rom. developed ...,,17.9,http://www.google.com/base/feeds/snippets/14284530408597272725
237,epson s041886 story teller 8 x 10 20 pages,epson s041886 story teller 8 x 10 20 pages,,32.91,http://www.google.com/base/feeds/snippets/18425596514092797479
238,epson s041886 epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win,epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win storyteller 8 x 10 20 pages overview today's families have shelves and walls full of framed prints shoe boxes overflowing with ...,,23.61,http://www.google.com/base/feeds/snippets/18431066094306345892
239,scrapbook designer platinum,overview special moments call for special treatment! create amazing and memorable scrapbooks in 3 easy steps with creating keepsakes scrapbook designer platinum. choose from 5000 project designs 50000 irresistible images and more than 1200 ...,,17.9,http://www.google.com/base/feeds/snippets/10244573068939530333
240,aspyr lego star wars,system requirements: operating system: mac os x 10.3.8 or later cpu processor: powerpc g4/g5 cpu speed: 1.2ghz or faster memory: 512mb ram hard disk space: 2gb free disk space video card (ati): radeon 9000 video card (nvidia): geforce fx5200 video ...,,29.99,http://www.google.com/base/feeds/snippets/7744305702477366904
241,adobe systems inc 13102124 adobe photoshop cs 2 mac os x v.10.2.8 to 10.3,adobe photoshop cs 2 (mac os x v.10.2.8 to 10.3),adobe systems inc,788.63,http://www.google.com/base/feeds/snippets/18411096849519146392
242,brighter minds backyard sports,,,19.99,http://www.google.com/base/feeds/snippets/15052254484804072386
243,topics entertainment 80542 instant immersion french 2.0 781735805428,topics entertainment 80542 instant immersion french 2.0 781735805428,,18.2,http://www.google.com/base/feeds/snippets/18354430457145981051
244,instant immersion italian 2.0,topics entertainment instant immersion italian 2.0 this 5 cd-rom suite immerses you in the learning process with cultural videos entertaining games and interactive lessons with native speakers windows/mac,topics entertainment,20.99,http://www.google.com/base/feeds/snippets/10066664236286478958
245,instant immersion spanish 2.0 topics,key features: video instruction interactive dialogue 70+ hours of lesson 2000 visual/written terms 5-disc course test skills ...,,19.99,http://www.google.com/base/feeds/snippets/10087092539211280139
246,dreamcatcher interactive obscure,what walks the halls of leafmore high? survival horror hits the high schools - the first action-adventure in the style of american teen slasher movies. tortured screams echo through leafmore high's deserted corridors. faceless creatures lurk,,17.55,http://www.google.com/base/feeds/snippets/18275035621919457369
247,apple .mac family pack software - five user license with 1-year subscription apple & mac software,.mac family pack software - five user license with 1-year subscription the .mac family pack software from apple allows up to 5 users to utilize the benefits and features of a .mac membership for a full year. apple's .mac service allows you to easily ...,,179.0,http://www.google.com/base/feeds/snippets/1496374872690142682
248,apple .mac 4.0 family pack (new or renewal),here's what you get with a .mac membership! easily publish your web site blog or podcast: using the new iweb in ilife '06 you can easily create your own personal web site and publish it to your .mac account with one click. key features create ...,,145.99,http://www.google.com/base/feeds/snippets/65639973300118271
249,apple garageband jam pack: remix tools,system requirements requires garageband (installed with ilife '04 or '05)* logic express 7 or logic pro 7. soundtrack supports loops only in jam packs. macintosh computer with g3 600mhz processor or higher to use apple loops (g4 or g5 required for ...,,95.99,http://www.google.com/base/feeds/snippets/2838840999646798655
250,garageband jampack rhythm section (mac) apple,key features: studio drummer 2000 loops rhythm kits guitars galore ...,,99.99,http://www.google.com/base/feeds/snippets/11616731797055705273
251,apple garageband jam pack: rhythm section,system requirements requires garageband (installed with ilife '04 or '05)* logic express 7 or logic pro 7. soundtrack supports loops only in jam packs. macintosh computer with g3 600mhz processor or higher to use apple loops (g4 or g5 required for ...,,95.99,http://www.google.com/base/feeds/snippets/11641601394104549163
252,apple garageband jam pack: symphony orchestra,system requirements requires garageband (installed with ilife '04 or '05)* logic express 7 or logic pro 7. soundtrack supports loops only in jam packs. macintosh computer with g3 600mhz processor or higher to use apple loops (g4 or g5 required for ...,,95.99,http://www.google.com/base/feeds/snippets/4178014773187756948
253,zone alarm pro 5,keep your pc safe! zonealarm pro incorporates award-winning firewall technology with privacy features to help keep you and your computer safe. zonealarm pro blocks hackers data thieves worms and over 47 types of malicious e-mail attachments. it ...,,12.9,http://www.google.com/base/feeds/snippets/15297739858013318917
254,cakewalk project5 version 2 software music production software,project5 version 2 - virtual synthesizer workstation software for windows project5 version 2 software from cakewalk provides everything needed to create and perform great music. the software contains a complete set of superb quality instruments and ...,,199.0,http://www.google.com/base/feeds/snippets/4522979894661726264
255,phantom efx reel deal slots v 2.0,phantom's ultra realistic slots experience continues with reel deal slots 2nd vol. all new machines prize vaults prizes enhanced bonus games statistic tracking and vip points make slots 2nd vol. a cutting edge success. also featured are 50 uniqu,,7.36,http://www.google.com/base/feeds/snippets/16750826951044664483
256,topics entertainment 40206 - instant immersion german lab (software/audiobook/workbook) - win 98 me 2000 xp/mac os 9 or x,topics entertainment 40206 : your results just came in from the lab and your prognosis for german language proficiency has never been better! introducing instant immersion? german lab the multi-format language system comprising audio software ...,,34.97,http://www.google.com/base/feeds/snippets/9660795325358759539
257,micromat podlock ipod utility software,system requirements: a macintosh running mac os x 10.3 or greater. an ipod.,,39.99,http://www.google.com/base/feeds/snippets/9757350103424139605
258,individual software professor teaches excel & word,professor teaches excel and word is the complete multimedia training program for the most popular microsoft applications. it covers versions for office 2003 and office xp. both core and advanced courses are included. eight separate tutorials on two ...,,19.99,http://www.google.com/base/feeds/snippets/12849123232978824729
259,apple software m9953z/a remote desktop 2.2 10 client,the 10-client version allows one administrator to manage up to 10 mac os x computers. apple remote desktop 2 delivers over 50 new features including vnc-compatible screen sharing remote shell scripts task lists and remote boot disk selection. ...,apple software,294.99,http://www.google.com/base/feeds/snippets/15744420000863688597
260,apple software m9953z/a remote desktop 2.2 10 client,the 10-client version allows one administrator to manage up to 10 mac os x computers. apple remote desktop 2 delivers over 50 new features including vnc-compatible screen sharing remote shell scripts task lists and remote boot disk selection. ...,apple software,294.99,http://www.google.com/base/feeds/snippets/8882659121069859929
261,apple software m9953z/a remote desktop 2.2 10 client,the 10-client version allows one administrator to manage up to 10 mac os x computers. apple remote desktop 2 delivers over 50 new features including vnc-compatible screen sharing remote shell scripts task lists and remote boot disk selection. ...,apple software,294.99,http://www.google.com/base/feeds/snippets/9753054521720614066
262,individual software inc typing instructor deluxe j/c,for all ages typing instructor deluxe is targeted to pc users at every level who want to learn how to touch type. incluees 3 travel themes dynamic typing tests new multi-level games and custom personalization. system requiremen,,6.84,http://www.google.com/base/feeds/snippets/16790631679419428442
263,nuance communications inc. ibm viavoice advanced v.10,designed as a powerful productivity tool viavoice for windows advanced edition release 10 provides enhanced ease-of-use features for dictation and voice command of pc applications. a new speech engine can provide exceptional accuracy. customizable ...,,57.54,http://www.google.com/base/feeds/snippets/17374298119474236406
264,recover lost data,overview get recover lost data and get peace of mind! gives you the power to restore your lost files with an easy-to-use and intuitive graphical recovery wizard. runs directly from a cd or installs to to the hard drive. powerful recovery tools find ...,,29.9,http://www.google.com/base/feeds/snippets/5665024204886410
265,destineer tropico 2: pirate cove,system requirements: macintosh computer with an 800 mhz or faster processor os x version 10.2.8 or higher 256 mb ram os x-compatible 32mb+ video card (graphics accelerator) cd/dvd-rom drive 1.8 gb free hard drive space,,29.99,http://www.google.com/base/feeds/snippets/11654629063147846560
266,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99,http://www.google.com/base/feeds/snippets/13523201367240249515
267,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99,http://www.google.com/base/feeds/snippets/3306668805908280679
268,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99,http://www.google.com/base/feeds/snippets/4615810080995000742
269,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99,http://www.google.com/base/feeds/snippets/7702263644150091221
270,clifford thinking,overview that's why when clifford tries to do what other dogs do things can get a little out of hand. sometimes he gets into trouble. sometimes he saves the day. most of the time he has a lot of fun. all of the time he's a good dog and true friend ...,,12.9,http://www.google.com/base/feeds/snippets/8804538687114603592
271,john deere: busy days in deerfield valley by bold games,system requirements: mac: power mac g3 800mhz or faster processor with 128mb ram os x v10.1.5 or higher 350mb hard drive space cd-rom drive. windows: windows® me/xp/2000 with a pentium iii 800 mhz or faster with 128mb ram 350mb hard drive space cd ...,,21.99,http://www.google.com/base/feeds/snippets/13809600021930717984
272,imagination international corp live bingo,gone are the days of mom and dad missing their chance at bingo to pull numbers out of a bag! now the whole family can play along with live bingo the only interactive dvd game featuring this classic family activity. let live bingo's exciting sound ...,,10.86,http://www.google.com/base/feeds/snippets/18080236342166120371
273,dvo enterprises inc. cookn low fat,healthy eating can be easy and convenient and it can include your favorite foods. with 120 betty crocker recipes the cook?n low fat cd connects the dots between good taste good food and good nutrition. system requirements: 8mb ram 20,,17.55,http://www.google.com/base/feeds/snippets/16721626632033099240
274,i copydvds 2 professional edition,the 1 selling dvd backup solution - bar none! create perfect dvd movie copies. create backups of any dvd movie. burns dvd movies from dvd to dvd. new feature: now includes burn suite 2005 new feature:capture edit and author dvd video new feature: ...,,27.9,http://www.google.com/base/feeds/snippets/4923451909983851979
275,netopia timbuktu pro for mac and windows 2 pack,product datasheet [pdf: 2.1mb],,207.99,http://www.google.com/base/feeds/snippets/8968352871606641625
276,tri synergy inc wisdom of the bible - holy land edition,easy to use bible study tools 12 english bibles 3 greek new testament bibles 21 foreign language bibles 8 dictionaries multimedia assets of maps hear bible passages listen to christian music. includes the messgae bible and the holy land ...,,16.01,http://www.google.com/base/feeds/snippets/16755727468265308879
277,professor teaches windows xp individual software,key features: learn windows xp seven separate tutorials beginning to advanced bonus lessons included...,,19.99,http://www.google.com/base/feeds/snippets/10895411331126528294
278,individual software professor teaches windows xp,professor teaches windows xp is the complete multimedia training program for the popular microsoft windows xp home edition and windows xp professional -- plus bonus training for digital media home & small office networking and internet ...,,19.99,http://www.google.com/base/feeds/snippets/17491282253363994324
279,personal imagemanager,overview whether you want to email add captions convert to other formats highlight specific details or just organize your photos. personal imagemanager is the tool for you! quick complete and easy-to-use its a must-have for anyone that uses ...,,22.9,http://www.google.com/base/feeds/snippets/18152695793777845265
280,data protection security suite 2005,new 2005 version! stompsoft's data protection utility suite 2005 is the ultimate protection and safeguard for your data with 3 powerful software applications. includes backup mypc 2005 recoverlost data 2005 and privacy protector 2005. backup my pc ...,,59.9,http://www.google.com/base/feeds/snippets/1883379429602083103
281,jumpstart phonics (jc),welcome to camp readalot!,,9.9,http://www.google.com/base/feeds/snippets/7117788517647646539
282,encore 10025 hoyle card games for pc,deal yourself in! hoyle card games offers 18 of your favorite card games complete with tutorials for minutes or hours of fun. features: ^^ features multiple computer-controlled opponents adjustable skill levels and 18 classic games ^^ create your ...,encore,10.0,http://www.google.com/base/feeds/snippets/18425416409544307946
283,encore software 10025 - hoyle card games (win 98 me 2000 xp),encore software 10025 : deal yourself in! hoyle card games offers 18 of your favorite card games complete with tutorials for minutes or hours of fun. system requirements: windows 98se/me/2000 sp4/xp sp1 pentium 166 mhz processor or faster 16 mb ...,,7.47,http://www.google.com/base/feeds/snippets/4325793427900176296
284,individual software resume maker professional deluxe 12.0,resumemaker is packed with powerful features to help you write better resumes land better jobs and earn higher salaries. whether you're actively searching for a job ready to advance your career or just want to get your resume into shape trust ...,,29.99,http://www.google.com/base/feeds/snippets/712876185653102576
285,autodesk 34006-010008-160 raster design 2006 essentials,raster design 2006 essentials,autodesk,52.99,http://www.google.com/base/feeds/snippets/18396354299258717606
286,topics entertainment topics entertainment play electric guitar deluxe windows,full version cd-rom,,39.9,http://www.google.com/base/feeds/snippets/18404319188505755669
287,instant play electric guitar express (jc),with instant play electric guitar you've got a complete interactive approach to playing the electric guitar in any number of styles! learn to read the standard musical notation and tablatures clear easy-to-follow instructions explain how each ...,,12.9,http://www.google.com/base/feeds/snippets/13392915442415544255
288,instant architect design suite (00ids510cc),instant architect design suite brand: imsi design mpn: 00ids510cc variant name: instant architect design suite,,28.79,http://www.google.com/base/feeds/snippets/12024241460287341882
289,starry night galaxy explorer (pc & mac) (snge-5-c1u),starry night galaxy explorer (pc & mac) brand: imaginova mpn: snge-5-c1u variant name: starry night galaxy explorer (pc & mac),,9.59,http://www.google.com/base/feeds/snippets/13834985344480832776
290,orion/imaginova starry night galaxy explorer,pilot a starship through intergalactic space blast off earth and fly to over 28000 galaxies. learn detailed information through the skyguide as you explore the 3-d universe. even examine the structure of the universe from up to 700 million light y,,8.8,http://www.google.com/base/feeds/snippets/18259447335875519213
291,encore software 10027 - hoyle board games (win 98 me 2000 xp),encore software 10027 : hoyle board games offers a game for every player with 18 classic board games. also included is hoyle maximum pool 12 different pool games for free! system requirements: windows 98se/me/2000 sp4/xp sp1 pentium ii 233 mhz ...,,7.47,http://www.google.com/base/feeds/snippets/8664755713112971171
292,encore software 10123 - aquarium 3-in-one limited edition (eurpac) - win 95 98 me 2000 xp,encore software 10123 : experience the 1 selling screensaver of all time marine aquarium plus goldfish aquarium and sharks. an amazing collection packed with stunning vibrance and detail. system requirements: pc: windows 98se/me/2000 sp4/xp (home ...,,18.97,http://www.google.com/base/feeds/snippets/1021042895134770712
293,encore software 10023 - hoyle mahjongg (win 98 me 2000 xp),encore software 10023 : hoyle mahjongg challenges your skill and strategy with the world s greatest mahjongg collection. system requirements: windows 98se/me/2000 sp4/xp sp1 pentium ii 300 mhz cpu 32mb ram (64mb for 2000 128mb for xp) 175mb free ...,,7.47,http://www.google.com/base/feeds/snippets/14640507864355837784
294,encore 10023 hoyle mahjongg for pc,hoyle mahjongg challenges your skill and strategy with the world's greatest mahjongg collection. features: ^^ multiple backgrounds and tile sets ^^ several game modes & game to choose from -- even a create your own tile feature 10023 encore,encore,6.99,http://www.google.com/base/feeds/snippets/18395787464051623418
295,serious magic ultra master sets library 1 effects software,ultra master sets library 1 - 14 cutting-edge virtual sets software plug-ins for ultra - win save time and thousands of dollars by using the virtual sets included with the serious magic master sets library 1 virtual sets software plug-ins for ultra ...,,339.95,http://www.google.com/base/feeds/snippets/5238862557893361196
296,global marketing partners icopydvds2 ultra by digital wunders,full version dvd-rom,,79.9,http://www.google.com/base/feeds/snippets/18403568462989725383
297,caillou ready for school by brighter minds,macintosh minimums requirements 266mhz g3 processor os 9.2.2 os x (in classic mode) 64mb ram 200mb free hard drive space 8x cd-rom drive 16mb color video card thousands of colors @ 800 x 600 mouse quicktime 5 or later,,19.99,http://www.google.com/base/feeds/snippets/16019355033889363381
298,allume internet cleanup 3.0,system requirements mac os 10.3 or newer,,24.99,http://www.google.com/base/feeds/snippets/5520835678868977029
299,steinberg nuendo 3 music production software,nuendo 3 professional media production system for mac and windows special offer nuendo 3 from steinberg is a multi-track recording/editing software package designed to serve the needs for everyone producing sound for film television video or games. ...,,1999.99,http://www.google.com/base/feeds/snippets/1904648546294590301
300,isi researchsoft 5229 endnote 9 academic (schools faculty & non-academics),search online bibliographic databases organize their references and images and create bibliographies and figure lists instantly with endnote 9. 5229 isi researchsoft,isi researchsoft,98.99,http://www.google.com/base/feeds/snippets/18356638685856745200
301,drive washer 2005,overview do you need to permanently remove all the data from your hard drive? if you are selling donating giving away or disposing of your computer you are vulnerable to identity theft. even if you are simply reassigning your computer to another ...,,24.99,http://www.google.com/base/feeds/snippets/16407653863068941558
302,topics entertainment i spy fantasy w/ i spy bk & mini cd,discover over 30 intriguing locations in three captivating environments! explore an alien planet navigate underwater caverns or storm a sandcastle as you play i spy riddles and games. system requirements: windows®: pentium® i,,17.55,http://www.google.com/base/feeds/snippets/16720347622986234211
303,nova development rgw-n10 winway resume deluxe 11.0,winway resume deluxe 11.0,nova development,349.99,http://www.google.com/base/feeds/snippets/18355630027419003625
304,knowledge adventure 20033 jumpstart reading with karaoke,along with val and favorite jumpstart friends children enjoy eight beginning reading activities helping them become enthusiastic and confident readers. jumpstart reading with karaoke is a new and effective way to help children develop important ...,knowledge adventure,19.99,http://www.google.com/base/feeds/snippets/18387170188665857199
305,now software now up-to-date and contact,requires os x 10.3.9 and above.,,109.99,http://www.google.com/base/feeds/snippets/13561687450780175373
306,now software num50e1r - up-to-date & contact v.5.0 - complete product - contact management - 1 user(s) - complete product - standard - mac,now software num50e1r : now up-to-date & contact is a software calendar and address book. and more. not only can you keep track of your calendar and contacts but you can share them with others - your business organization of any kind your family. ...,,107.97,http://www.google.com/base/feeds/snippets/9575830162604297862
307,agatha christie and then there were none e (pc) tha christi,super fast shipping - platinum reseller ratings - over 12 years in business,,7.99,http://www.google.com/base/feeds/snippets/14837029540644805566
308,aquarium 3-in-one limited edition (win 95 98 me 2000 xp/mac 10.1 or higher),an amazing collection so vibrant and realistic you won t believe your eyes! experience the 1 selling screensaver of all time marine aquarium plus goldfish aquarium and sharks. gorgeous details have gone into creating the high-resolution 3d fish ...,,19.95,http://www.google.com/base/feeds/snippets/13804410937823415271
309,print shop deluxe 21,overview when you're ready to add a creative touch to your photos and other digital images then print shop 21 deluxe is for you. with over 320000 images and graphics plus another 17500 project templates print shop 21 deluxe gives you everything ...,,44.9,http://www.google.com/base/feeds/snippets/1803780371601211439
310,t-shirt factory deluxe 3.0,art explosion t-shirt factory deluxe 3.0 is the fast and easy way to create one-of-a-kind custom t-shirts and apparel. whether youære looking to support a function of your club or organization promote your business or create a unique gift for fami,,27.99,http://www.google.com/base/feeds/snippets/18373688292230003205
311,global software a2649m2h - rainbow fish & the whale - win 95 98 me xp/mac 8.6-9.x (classic) x v10.1 or higher,global software a2649m2h : rainbow fish is a worldwide phenomenon with more than 8 million books sold! rainbow fish the most glittering creature in the sea happens upon a whale with a really bad case of the hiccups who accidentally swallows ...,,8.79,http://www.google.com/base/feeds/snippets/2284939042076115226
312,home bartending - 101 shooters,platform: windows & macintosh publisher: arc media packaging: jewel case make sure you've got the right moves for your party. 101 shooters includes cocktails snacks and party ideas to make your next event a success. what liquor goes in which type of ...,,9.75,http://www.google.com/base/feeds/snippets/18391095906680955632
313,acid music studio 6,make your music more professional and more powerful!,,59.95,http://www.google.com/base/feeds/snippets/18353566070605982375
314,evergirl: pc cd-rom video game,based on the tween lifestyle brand launched in 2004 this action/adventure game will contain loads of adventures tailored specifically to the player's personality type. the evergirl brand features a clothing and accessories line with a companion web ...,,14.99,http://www.google.com/base/feeds/snippets/10563522754094993865
315,kids power fun for girls,music mermaids and madcap adventures four big titles mean big fun for girls. freddi fish 4 the case of the hogfish rustlers of briny gulch: the captivating game of underwater wrangling and reasoning. lilo and stitch: trouble in paradise: lets ...,,15.9,http://www.google.com/base/feeds/snippets/2622452102774676117
316,kids power fun for kids,disney/pixar's a bug's life action game it's a swarm of furious fun based on the hit film disney/pixar's a bug's life. you'll enjoy hours of exciting gameplay as you assume the identity of our animated hero flik recruiting a brave bug band of ...,,15.9,http://www.google.com/base/feeds/snippets/15918748426604243470
317,migo software digital vault 2005,digital vault 2005 will encrypt your files and folders using 256 bit encryption. digital vault 2005 makes it virtually impossible for hackers internet thieves and associates from getting to your personal information. you can encrypt files and ...,,24.58,http://www.google.com/base/feeds/snippets/16873990150005697074
318,aspyr roller coaster tycoon 3 mac os x,system requirements: operating system: mac os x 10.3.9 or later cpu processor: powerpc g4/g5 or later cpu speed: 1ghz or faster (1.2ghz recommended) memory: 256 mb or higher (512 mb recommended) hard disk space: 2.0 gb free disk space video card ( ...,,45.99,http://www.google.com/base/feeds/snippets/13230504925826567019
319,phonics success deluxe 2006,overview phonics success deluxe 2006give the student in your life the chance to maximize reading skills with phonics success deluxe 2006. the self-paced instructional course is an award-winning educator-endorsed system that utilizes absorbing ...,,22.9,http://www.google.com/base/feeds/snippets/14443748429238960679
320,sibelius sibelius 4 software - educational discount music production software,sibelius 4 - software for writing playing printing and publishing music notation for mac os x and windows - educational discount sibelius 4 from sibelius is a fully featured and complete software solution for writing playing printing and publishing ...,,249.95,http://www.google.com/base/feeds/snippets/5286999908576362211
321,encore software 10038 - encore the print shop v.21.0 deluxe - print management - pc,encore software 10038 : the print shop 21 deluxe offers the best in total personal creativity. 320000+ images & graphics plus 17500+ project templates! packed with new features and tools you have everything you need for satisfy your creative side. ...,,41.97,http://www.google.com/base/feeds/snippets/16798783463218493349
322,upg crystal reports 11 pro french,,,264.99,http://www.google.com/base/feeds/snippets/18360660165216793779
323,imsi design llc turbocad mac 3d,turbocad 3d is a precise cad software application that provides state of the art modeling tools without sacrificing speed and ease of use. use turbocad 3d on your macintosh to explore and develop new product concepts using a variety of 2d and 3d ...,,204.67,http://www.google.com/base/feeds/snippets/16872612252422367466
324,crystal reports xi professional edition - complete package,crystal reports xi professional edition - complete package - 1 user - win - french,,537.57,http://www.google.com/base/feeds/snippets/18392141725886908183
325,bias peak pro 5 software music production software,peak pro 5 - audio editing processing and mastering software - mac os x good audio editors are like swiss army knives. they perform all of their multiple tasks equally well an equal number of tools to execute them. peak pro 5 from bias is for the ...,,499.0,http://www.google.com/base/feeds/snippets/14798220155665223365
326,viva media llc riding academy: jump & ride,with this great software players will be able to experience realistic horse back racing. there are 12 action packed steeplechase courses and 6 different fredily horse to chose from. system requirements: win: 400mhz pemtium pc ii 128 mb ram,,17.55,http://www.google.com/base/feeds/snippets/17982318849719467269
